read_header > 
read_header < err=0
dump_header > 
	code = 'MDTG' version=[0] 
	record_unit_size=[80], base_odometer=[0], trip_cnt=[4]
	offset[0]=[952]
	offset[1]=[13032]
	offset[2]=[17192]
	offset[3]=[70712]
	slack_cnt=[10], slack_unit_size=[24]
	slack[0]=[10-0001-00]
	slack[1]=[1K25MD08000007]
	slack[2]=[00000000]
	slack[3]=[K00000000000]
	slack[4]=[0000000000]
	slack[5]=[##########00000000]
	slack[6]=[K00000000000000]
	slack[7]=[12가3456]
	slack[8]=[1234567890]
	slack[9]=[12가3457]
dump_header < err=0
offset,tripid,approval,serial,vehicle_id,vehicle_type,vehicle_plate,provider_code,driver_code,odometerday,odometer,YYMMDD_HHMMSS,vss_tick,rpm_tick,brake_pressure,latitude,longtitude,true_course,accelx,accely,accelz
27032,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:16],0,0,0,37525720,126889848,236,-6.8,100.0,-12.6
27112,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:17],0,0,0,37525720,126889848,236,-6.7,100.0,-12.6
27192,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:18],0,0,0,37525720,126889848,236,-6.8,100.0,-12.6
27272,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:19],0,0,0,37525720,126889848,236,-6.8,100.0,-12.6
27352,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:20],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27432,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:21],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27512,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:22],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27592,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:23],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27672,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:24],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27752,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:25],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27832,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:26],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
27912,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:27],0,0,0,37525720,126889848,236,-6.8,100.0,-12.8
27992,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:28],0,0,0,37525720,126889848,236,-6.8,100.0,-12.6
28072,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:29],0,0,0,37525720,126889848,236,-6.7,100.0,-12.7
28152,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:30],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
28232,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:31],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
28312,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:32],0,0,0,37525720,126889848,236,-6.8,100.0,-12.8
28392,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:33],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
28472,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:34],0,0,0,37525720,126889848,236,-6.8,100.0,-12.8
28552,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:35],0,0,0,37525720,126889848,236,-6.8,100.0,-12.8
28632,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:36],0,0,0,37525720,126889848,236,-6.8,100.0,-12.8
28712,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:37],0,0,0,37525720,126889848,236,-6.8,100.0,-12.6
28792,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:38],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
28872,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:39],0,0,0,37525720,126889848,236,-6.7,100.0,-12.7
28952,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:40],0,0,0,37525720,126889848,236,-6.7,100.0,-12.7
29032,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:41],0,0,0,37525720,126889848,236,-6.8,100.0,-12.7
29112,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:42],0,0,0,37525720,126889848,236,-6.7,100.0,-9.2
29192,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:43],0,0,0,37525720,126889848,236,-6.7,100.0,-8.2
29272,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:44],0,0,0,37525720,126889848,236,-6.7,100.0,-8.1
29352,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:45],0,0,0,37525720,126889848,236,-6.7,100.0,-8.1
29432,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:46],0,0,0,37525720,126889848,236,-6.7,100.0,-8.1
29512,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:47],0,0,0,37525720,126889848,236,-6.6,100.0,-8.1
29592,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:48],0,0,0,37525720,126889848,236,-6.7,100.0,-8.0
29672,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:49],0,0,0,37525684,126889736,266,-6.7,100.0,-8.0
29752,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:50],0,0,0,37525684,126889736,266,-6.7,100.0,-8.0
29832,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:51],0,0,0,37525684,126889744,315,-6.6,100.0,-8.0
29912,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:52],0,0,0,37525684,126889744,315,-6.6,100.0,-8.1
29992,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:53],0,0,0,37525684,126889744,315,-6.7,100.0,-8.1
30072,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:54],0,0,0,37525684,126889744,315,-6.7,100.0,-8.1
30152,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:55],0,0,0,37525684,126889744,315,-6.7,100.0,-7.9
30232,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:56],0,0,0,37525684,126889744,315,-6.7,100.0,-8.0
30312,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:57],0,0,0,37525684,126889744,315,-6.7,100.0,-8.2
30392,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:58],0,0,0,37525684,126889744,315,-6.7,100.0,-8.2
30472,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:55:59],0,0,0,37525684,126889744,315,-6.6,100.0,-8.1
30552,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:0],0,0,0,37525684,126889744,315,-6.6,100.0,-8.0
30632,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:1],0,0,0,37525684,126889744,315,-6.7,100.0,-8.3
30712,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:2],0,0,0,37525684,126889744,315,-6.7,100.0,-8.4
30792,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:3],0,0,0,37525684,126889744,315,-6.7,100.0,-8.6
30872,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:5],0,0,0,37525684,126889744,315,-6.7,100.0,-8.8
30952,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:5],0,0,0,37525684,126889744,315,-6.7,100.0,-9.3
31032,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:6],0,0,0,37525684,126889744,315,-6.7,100.0,-9.3
31112,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:7],0,0,0,37525684,126889744,315,-6.7,100.0,-9.3
31192,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:8],0,0,0,37525684,126889744,315,-6.7,100.0,-9.7
31272,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:9],0,0,0,37525684,126889744,315,-6.7,100.0,-9.7
31352,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:10],0,0,0,37525684,126889744,315,-6.8,100.0,-10.0
31432,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:11],0,0,0,37525684,126889744,315,-6.8,100.0,-10.2
31512,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:12],0,0,0,37525684,126889744,315,-6.7,100.0,-10.2
31592,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:13],0,0,0,37525684,126889744,315,-6.8,100.0,-10.8
31672,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:14],0,0,0,37525684,126889744,315,-6.7,100.0,-10.4
31752,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:15],0,0,0,37525684,126889744,315,-6.7,100.0,-10.8
31832,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:16],0,0,0,37525684,126889744,315,-6.7,100.0,-10.5
31912,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:17],0,0,0,37525684,126889744,315,-6.7,100.0,-10.9
31992,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:18],0,0,0,37525684,126889744,315,-6.8,100.0,-11.6
32072,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:19],0,0,0,37525684,126889744,315,-6.8,100.0,-11.1
32152,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:20],0,0,0,37525684,126889744,315,-6.7,100.0,-11.8
32232,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:22],0,0,0,37525684,126889744,315,-6.8,100.0,-12.0
32312,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:22],0,0,0,37525684,126889744,315,-6.8,100.0,-11.9
32392,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:23],0,0,0,37525684,126889744,315,-6.8,100.0,-11.9
32472,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:24],0,0,0,37525684,126889744,315,-6.8,100.0,-11.8
32552,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:25],0,0,0,37525684,126889744,315,-6.8,100.0,-12.2
32632,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:26],0,0,0,37525684,126889744,315,-6.8,100.0,-12.6
32712,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:27],0,0,0,37525684,126889744,315,-6.8,100.0,-12.7
32792,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:28],0,0,0,37525684,126889744,315,-6.8,100.0,-12.6
32872,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:29],0,0,0,37525684,126889744,315,-6.7,100.0,-12.6
32952,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:30],0,0,0,37525684,126889744,315,-6.7,100.0,-12.7
33032,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:31],0,0,0,37525684,126889744,315,-6.8,100.0,-12.9
33112,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:32],0,0,0,37525684,126889744,315,-6.9,100.0,-12.9
33192,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:33],0,0,0,37525684,126889744,315,-6.8,100.0,-12.9
33272,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:35],0,0,0,37525684,126889744,315,-6.8,100.0,-12.9
33352,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:35],0,0,0,37525684,126889744,315,-6.8,100.0,-12.9
33432,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:36],0,0,0,37525684,126889744,315,-6.8,100.0,-12.9
33512,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:37],0,0,0,37525684,126889744,315,-6.9,100.0,-13.4
33592,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:38],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
33672,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:39],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
33752,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:40],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
33832,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:41],0,0,0,37525684,126889744,315,-6.9,100.0,-13.1
33912,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:42],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
33992,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:43],0,0,0,37525684,126889744,315,-6.8,100.0,-13.2
34072,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:44],0,0,0,37525684,126889744,315,-6.9,100.0,-13.2
34152,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:45],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
34232,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:46],0,0,0,37525684,126889744,315,-6.9,100.0,-13.2
34312,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:47],0,0,0,37525684,126889744,315,-6.9,100.0,-13.2
34392,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:48],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
34472,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:49],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
34552,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:50],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
34632,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:51],0,0,0,37525684,126889744,315,-6.9,100.0,-13.1
34712,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:52],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
34792,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:53],0,0,0,37525684,126889744,315,-6.9,100.0,-13.1
34872,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:54],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
34952,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:55],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
35032,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:56],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
35112,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:57],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
35192,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:58],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
35272,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:56:59],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
35352,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:0],0,0,0,37525684,126889744,315,-6.9,100.0,-13.0
35432,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:1],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
35512,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:2],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
35592,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:3],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
35672,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:4],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
35752,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:5],0,0,0,37525684,126889744,315,-6.9,100.0,-13.1
35832,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:6],0,0,0,37525684,126889744,315,-6.8,100.0,-13.3
35912,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:7],0,0,0,37525684,126889744,315,-6.8,100.0,-13.2
35992,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:8],0,0,0,37525684,126889744,315,-6.9,100.0,-13.1
36072,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:9],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
36152,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:10],0,0,0,37525684,126889744,315,-6.8,100.0,-13.2
36232,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:11],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
36312,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:12],0,0,0,37525684,126889744,315,-6.8,100.0,-13.1
36392,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:13],0,0,0,37525684,126889744,315,-6.8,100.0,-13.0
36472,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:14],0,0,0,37525768,126889760,135,-6.9,100.0,-13.0
36552,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:15],0,0,0,37525768,126889760,135,-6.8,100.0,-10.2
36632,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:16],0,0,0,37525776,126889776,333,-6.8,100.0,-8.5
36712,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:17],0,0,0,37525776,126889776,333,-6.7,100.0,-8.2
36792,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:18],0,0,0,37525776,126889776,333,-6.6,100.0,-8.1
36872,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:19],0,0,0,37525776,126889776,333,-6.7,100.0,-8.1
36952,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:20],0,0,0,37525776,126889776,333,-6.7,100.0,-8.0
37032,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:21],0,0,0,37525776,126889776,333,-6.6,100.0,-8.1
37112,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:22],0,0,0,37525776,126889776,333,-6.8,100.0,-8.1
37192,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:23],0,0,0,37525776,126889776,333,-6.7,100.0,-8.1
37272,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:24],0,0,0,37525776,126889776,333,-6.7,100.0,-8.2
37352,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:25],0,0,0,37525776,126889776,333,-6.8,100.0,-8.2
37432,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:26],0,0,0,37525776,126889776,333,-6.8,100.0,-8.1
37512,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:27],0,0,0,37525776,126889776,333,-6.7,100.0,-8.2
37592,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:28],0,0,0,37525776,126889776,333,-6.7,100.0,-8.2
37672,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:30],0,0,0,37525776,126889776,333,-6.8,100.0,-8.2
37752,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:30],0,0,0,37525776,126889776,333,-6.8,100.0,-8.3
37832,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:31],0,0,0,37525776,126889776,333,-6.7,100.0,-8.2
37912,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:32],0,0,0,37525776,126889776,333,-6.7,100.0,-8.3
37992,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:33],0,0,0,37525776,126889776,333,-6.7,100.0,-8.3
38072,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:34],0,0,0,37525776,126889776,333,-6.8,100.0,-8.2
38152,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:36],0,0,0,37525776,126889776,333,-6.7,100.0,-8.4
38232,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:36],0,0,0,37525776,126889776,333,-6.8,100.0,-8.7
38312,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:37],0,0,0,37525776,126889776,333,-6.7,100.0,-8.5
38392,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:38],0,0,0,37525776,126889776,333,-6.8,100.0,-8.6
38472,3,10-0001-00,1K25MD08000007,K00000000000000,31,12가3457,1234567890,##########00000000,0,0,[2022/10/25_5:57:39],0,0,0,37525776,126889776,333,-6.7,100.0,-8.8
